IDpol,ClaimNb,ds,Exposure,y,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
57401,0,21/04/2025,0.05,C,6,2,60,50,B1,Regular,473,R53
57403,0,06/01/2025,1,C,5,1,64,50,B1,Regular,229,R53
57405,0,29/04/2025,0.08,D,5,7,32,64,B5,Diesel,747,R53
57406,0,19/05/2025,0.91,D,5,7,32,64,B5,Diesel,747,R53
57408,0,02/09/2025,1,C,6,11,28,76,B2,Regular,473,R53
57410,0,17/06/2025,1,C,5,1,53,50,B3,Diesel,210,R53
57412,0,11/08/2025,1,B,4,12,58,52,B1,Regular,58,R53
57414,0,29/07/2025,1,B,7,13,58,52,B10,Diesel,58,R53
57417,0,14/08/2025,1,C,6,10,35,51,B1,Regular,473,R53
57419,0,06/08/2025,1,C,6,12,35,51,B1,Diesel,473,R53
57421,0,12/08/2025,1,D,6,14,35,90,B2,Diesel,747,R53
57424,0,22/11/2024,1,C,6,16,41,50,B3,Regular,473,R53
57426,0,11/12/2024,0.16,C,6,2,58,65,B2,Diesel,152,R53
57427,0,23/05/2025,0.51,C,6,2,58,65,B2,Diesel,152,R53
57428,0,08/04/2025,0.32,C,6,2,58,72,B2,Diesel,152,R53
57430,0,15/04/2025,0.42,C,9,12,28,60,B2,Regular,103,R53
57431,0,24/06/2025,1,C,7,4,56,64,B1,Diesel,229,R53
57433,0,19/02/2025,0.16,C,7,13,99,50,B5,Regular,473,R53
57434,0,07/04/2025,0.83,C,6,3,99,55,B1,Diesel,473,R53
57435,0,30/12/2024,1,B,6,2,40,50,B1,Diesel,68,R53
57437,0,11/06/2025,1,C,6,8,28,50,B1,Diesel,473,R53
57439,0,04/07/2025,0.24,C,5,14,50,50,B1,Diesel,473,R53
57440,0,21/04/2025,1,C,6,7,61,50,B2,Diesel,226,R24
57442,1,06/01/2025,1,C,5,6,27,112,B1,Regular,473,R53
57443,0,29/04/2025,1,D,6,4,54,50,B2,Diesel,634,R53
57445,0,19/05/2025,1,C,7,5,50,50,B1,Diesel,125,R53
57447,0,02/09/2025,0.96,C,4,2,80,50,B2,Regular,247,R53
57449,0,17/06/2025,1,C,6,14,27,80,B3,Regular,473,R53
57451,0,11/08/2025,1,C,5,12,37,54,B2,Regular,125,R53
57453,0,29/07/2025,1,C,6,6,42,57,B2,Diesel,473,R53
57455,0,14/08/2025,1,B,6,4,52,50,B3,Regular,58,R53
57457,0,06/08/2025,0.33,C,5,7,24,90,B1,Regular,223,R24
57458,0,12/08/2025,0.2,C,5,7,24,90,B1,Regular,223,R24
57459,0,22/11/2024,1,C,5,1,26,91,B3,Diesel,473,R53
57461,0,11/12/2024,1,C,4,9,45,50,B6,Regular,473,R53
57463,0,23/05/2025,0.72,C,5,5,33,51,B3,Diesel,473,R53
57464,0,08/04/2025,1,D,7,13,39,50,B1,Regular,1602,R53
57467,0,15/04/2025,0.23,C,6,7,57,50,B1,Diesel,473,R53
57468,0,24/06/2025,0.76,C,5,0,57,50,B1,Diesel,473,R53
57471,0,19/02/2025,1,E,5,8,21,80,B1,Regular,4087,R53
57473,0,07/04/2025,1,C,4,8,30,51,B5,Regular,125,R53
57475,0,30/12/2024,1,B,7,6,51,50,B1,Diesel,97,R53
57477,0,11/06/2025,1,C,6,13,58,50,B1,Diesel,125,R53
57479,0,04/07/2025,0.41,B,6,3,26,76,B2,Diesel,56,R53
57480,0,21/04/2025,0.58,B,6,3,26,76,B2,Diesel,56,R53
57482,0,06/01/2025,0.41,C,11,1,60,50,B12,Regular,473,R53
57483,0,29/04/2025,0.58,C,11,1,60,50,B12,Regular,473,R53
57486,0,19/05/2025,0.01,C,6,14,24,85,B2,Diesel,102,R53
57487,0,02/09/2025,0.1,C,6,11,24,85,B2,Diesel,102,R53
57488,0,17/06/2025,0.81,C,6,11,24,106,B2,Diesel,102,R53
57490,1,11/08/2025,1,C,10,7,30,99,B4,Regular,473,R53
57492,0,29/07/2025,0.49,E,9,12,24,72,B3,Regular,2163,R52
57493,0,14/08/2025,0.5,E,9,12,24,72,B3,Regular,2163,R52
57495,0,06/08/2025,0.45,C,10,6,58,50,B2,Regular,395,R53
57496,0,12/08/2025,0.82,C,6,6,32,60,B2,Diesel,216,R53
57497,0,22/11/2024,1,C,6,9,71,50,B1,Regular,473,R53
57499,1,11/12/2024,1,C,10,2,65,72,B2,Regular,473,R53
57501,2,23/05/2025,1,C,5,3,22,90,B2,Diesel,473,R53
57504,0,08/04/2025,1,C,5,17,70,50,B6,Regular,247,R53
57506,0,15/04/2025,1,C,7,2,70,50,B3,Regular,473,R53
57508,0,24/06/2025,1,C,7,5,28,57,B2,Diesel,473,R53
57510,0,19/02/2025,1,D,6,5,44,55,B1,Diesel,1165,R53
57512,0,07/04/2025,0.49,C,8,13,59,50,B10,Diesel,473,R53
57513,0,30/12/2024,0.5,C,8,13,59,50,B10,Diesel,473,R53
57515,0,11/06/2025,1,C,6,1,62,50,B4,Diesel,125,R53
57517,1,04/07/2025,1,C,7,5,53,59,B3,Diesel,125,R53
57519,0,21/04/2025,0.62,C,4,10,57,50,B6,Diesel,125,R53
57521,0,06/01/2025,0.41,B,6,4,24,80,B1,Diesel,95,R53
57522,0,29/04/2025,0.03,B,6,4,24,80,B1,Diesel,95,R53
57523,0,19/05/2025,0.54,B,6,4,24,76,B1,Diesel,95,R53
57525,0,02/09/2025,1,C,9,10,37,50,B10,Diesel,473,R53
57527,0,17/06/2025,0.71,C,6,12,57,50,B6,Diesel,165,R53
57528,0,11/08/2025,0.28,C,7,12,57,50,B1,Regular,165,R53
57530,0,29/07/2025,0.39,B,6,3,43,50,B2,Diesel,68,R53
57531,0,14/08/2025,0.6,B,6,0,43,50,B3,Diesel,68,R53
57533,0,06/08/2025,1,C,6,7,43,50,B3,Regular,473,R53
57536,0,12/08/2025,1,C,7,11,59,50,B2,Diesel,152,R53
57538,0,22/11/2024,1,D,7,2,53,50,B11,Diesel,747,R53
57541,0,11/12/2024,1,C,9,12,48,50,B1,Regular,473,R53
57543,0,23/05/2025,0.88,C,6,1,30,57,B1,Diesel,125,R53
57544,0,08/04/2025,0.03,C,6,0,30,54,B1,Diesel,125,R53
57547,1,15/04/2025,0.7,C,10,11,54,58,B5,Regular,473,R53
57548,0,24/06/2025,0.09,C,5,10,54,77,B2,Diesel,473,R53
57549,1,19/02/2025,0.2,C,5,10,54,77,B2,Diesel,473,R53
57552,0,07/04/2025,1,C,5,8,21,118,B1,Regular,247,R53
57554,0,30/12/2024,0.66,B,6,9,37,54,B1,Diesel,58,R53
57555,0,11/06/2025,0.27,B,6,9,37,54,B1,Diesel,58,R53
57556,0,04/07/2025,0.05,B,7,5,37,51,B10,Diesel,58,R53
57558,0,21/04/2025,0.66,C,7,11,45,50,B1,Regular,473,R53
57559,0,06/01/2025,0.33,C,7,11,45,50,B1,Regular,473,R53
57561,1,29/04/2025,1,C,7,3,45,50,B1,Diesel,473,R53
57563,0,19/05/2025,0.17,C,7,5,27,90,B1,Regular,116,R53
57564,0,02/09/2025,0.49,C,7,5,27,85,B1,Diesel,116,R53
57565,0,17/06/2025,0.33,C,7,5,27,80,B1,Diesel,116,R53
57567,0,11/08/2025,1,C,8,9,52,50,B3,Regular,473,R53
57569,0,29/07/2025,1,D,7,16,57,50,B2,Regular,722,R53
57571,0,14/08/2025,0.74,B,5,10,62,50,B2,Diesel,73,R53
57572,0,06/08/2025,1,E,4,12,51,50,B4,Regular,2163,R52
57574,0,12/08/2025,0.28,D,6,2,32,55,B3,Regular,747,R53
57575,0,22/11/2024,0.04,C,6,4,27,72,B3,Regular,190,R53
57576,1,11/12/2024,0.7,C,10,10,27,90,B13,Diesel,190,R53
57577,0,23/05/2025,0.25,C,10,10,27,85,B13,Diesel,190,R53
57579,0,08/04/2025,1,D,6,22,44,50,B3,Regular,634,R53
57581,0,15/04/2025,0.67,D,4,9,48,52,B2,Regular,747,R53
57582,0,24/06/2025,0.59,B,6,6,27,64,B2,Diesel,58,R53
57583,0,19/02/2025,0.4,B,6,1,27,64,B12,Diesel,58,R53
57586,0,07/04/2025,1,C,4,9,43,62,B1,Regular,139,R53
57588,0,30/12/2024,1,B,7,4,37,51,B5,Regular,83,R23
57591,0,11/06/2025,0.83,C,7,9,63,50,B1,Regular,473,R53
57592,0,04/07/2025,0.16,C,7,9,63,50,B1,Regular,473,R53
57594,0,21/04/2025,0.83,C,6,9,44,53,B2,Diesel,473,R53
57595,0,06/01/2025,0.16,C,6,9,44,50,B2,Diesel,473,R53
57597,0,29/04/2025,1,C,7,7,43,50,B2,Diesel,473,R53
57599,0,19/05/2025,1,C,4,2,30,51,B1,Regular,473,R53
57601,0,02/09/2025,0.83,C,7,11,24,72,B1,Regular,473,R53
57602,0,17/06/2025,0.16,C,7,11,24,68,B1,Regular,473,R53
57604,0,11/08/2025,0.5,C,5,14,57,50,B2,Diesel,473,R53
57605,0,29/07/2025,0.56,B,5,4,71,50,B1,Diesel,68,R53
57606,0,14/08/2025,1,C,8,4,43,50,B2,Diesel,262,R53
57608,0,06/08/2025,1,C,6,2,99,50,B1,Diesel,247,R53
57609,0,12/08/2025,0.54,C,11,4,51,50,B3,Regular,473,R53
57610,0,22/11/2024,1,C,4,1,33,63,B2,Diesel,473,R53
57612,0,11/12/2024,1,C,7,18,43,50,B1,Diesel,139,R53
57614,0,23/05/2025,1,D,5,10,52,50,B1,Diesel,634,R53
57616,0,08/04/2025,0.91,D,6,8,33,51,B1,Diesel,511,R53
57617,0,15/04/2025,1,C,5,4,61,50,B4,Regular,165,R53
57619,0,24/06/2025,1,E,6,13,37,50,B1,Diesel,3021,R53
57622,0,19/02/2025,0.24,D,5,8,31,54,B2,Diesel,747,R53
57623,0,07/04/2025,0.25,D,5,8,31,54,B2,Diesel,747,R53
57624,0,30/12/2024,0.41,D,5,8,31,51,B2,Diesel,747,R53
57625,0,11/06/2025,0.08,D,5,8,31,50,B2,Diesel,747,R53
57627,0,04/07/2025,1,C,8,1,50,50,B2,Regular,473,R53
57629,0,21/04/2025,0.98,C,11,16,58,50,B11,Regular,125,R53
57630,0,06/01/2025,0.96,B,6,6,40,64,B1,Diesel,99,R53
57631,0,29/04/2025,1,E,6,4,53,50,B6,Diesel,3021,R53
57633,0,19/05/2025,0.23,C,6,5,99,59,B6,Diesel,216,R53
57634,0,02/09/2025,0.76,C,7,1,99,59,B6,Diesel,216,R53
57635,0,17/06/2025,1,C,9,10,30,50,B3,Regular,125,R53
57637,0,11/08/2025,1,C,7,4,28,76,B4,Regular,125,R53
57640,0,29/07/2025,1,C,6,2,53,50,B4,Regular,125,R53
57642,0,14/08/2025,0.58,C,5,6,33,88,B5,Diesel,103,R53
57643,0,06/08/2025,0.41,C,5,6,33,83,B5,Diesel,103,R53
57645,1,12/08/2025,0.19,C,6,6,41,50,B5,Regular,101,R82
57646,0,22/11/2024,0.73,C,6,6,41,50,B5,Regular,101,R82
57647,0,11/12/2024,0.06,C,6,12,41,50,B1,Diesel,101,R82
57649,0,23/05/2025,0.47,D,9,9,39,50,B1,Regular,747,R53
57651,0,08/04/2025,1,C,5,1,46,50,B3,Regular,139,R53
57653,0,15/04/2025,1,C,7,9,57,50,B2,Diesel,473,R53
57655,0,24/06/2025,0.15,C,7,12,57,50,B11,Diesel,473,R53
57656,0,19/02/2025,0.34,C,6,6,57,50,B1,Diesel,473,R53
57657,1,07/04/2025,0.23,C,6,6,57,50,B1,Diesel,473,R53
57658,0,30/12/2024,0.26,C,7,9,57,62,B2,Diesel,473,R53
57660,0,11/06/2025,1,C,5,3,32,54,B3,Diesel,342,R53
57662,0,04/07/2025,0.16,C,10,11,32,106,B12,Regular,473,R53
57664,0,21/04/2025,1,C,6,10,56,50,B12,Regular,473,R53
57666,0,06/01/2025,1,C,7,7,48,50,B2,Diesel,125,R53
57668,0,29/04/2025,1,C,6,2,53,50,B1,Diesel,347,R53
57670,2,19/05/2025,1,D,4,2,54,73,B1,Regular,634,R53
57672,0,02/09/2025,1,C,5,7,26,60,B2,Diesel,112,R53
57674,0,17/06/2025,0.08,B,6,11,23,85,B1,Diesel,76,R21
57675,0,11/08/2025,0.91,B,6,11,23,80,B1,Diesel,76,R21
57677,0,29/07/2025,1,C,6,6,44,50,B2,Diesel,125,R53
57679,0,14/08/2025,0.16,B,5,14,62,50,B13,Diesel,73,R53
57680,0,06/08/2025,1,C,6,8,34,50,B1,Diesel,183,R53
57682,0,12/08/2025,0.11,B,5,13,20,95,B3,Regular,97,R53
57683,0,22/11/2024,0.88,B,5,1,20,112,B2,Regular,97,R53
57685,0,11/12/2024,1,C,6,9,47,50,B1,Regular,473,R53
57687,0,23/05/2025,0.56,C,5,3,53,50,B5,Regular,125,R53
57688,0,08/04/2025,0.43,C,5,3,53,62,B5,Regular,125,R53
57690,0,15/04/2025,1,C,5,2,66,50,B1,Regular,125,R53
57692,0,24/06/2025,1,C,12,1,33,50,B10,Diesel,152,R53
57694,0,19/02/2025,1,C,6,6,64,50,B1,Regular,473,R53
57696,0,07/04/2025,1,A,7,16,32,51,B10,Diesel,48,R53
57699,0,30/12/2024,1,C,6,10,44,50,B1,Diesel,152,R53
57701,0,11/06/2025,1,C,7,9,38,51,B2,Diesel,473,R53
57703,1,04/07/2025,0.84,C,10,11,33,58,B5,Regular,473,R53
57704,0,21/04/2025,0.15,C,10,11,33,53,B5,Regular,473,R53
57708,0,06/01/2025,0.24,D,5,2,27,118,B2,Regular,693,R11
57709,0,29/04/2025,0.61,D,5,2,27,118,B2,Regular,693,R11
57710,1,19/05/2025,0.17,C,5,1,55,50,B2,Regular,125,R53
57711,1,02/09/2025,1,D,8,11,54,50,B1,Diesel,1457,R52
57713,0,17/06/2025,1,C,7,1,56,50,B3,Regular,412,R53
57715,0,11/08/2025,1,E,11,7,40,50,B1,Regular,2859,R11
57717,1,29/07/2025,1,E,6,8,99,57,B2,Diesel,3021,R53
57718,0,14/08/2025,1,E,4,7,41,50,B13,Regular,3386,R53
57720,0,06/08/2025,1,C,6,5,36,50,B2,Diesel,473,R53
57722,0,12/08/2025,1,B,7,1,50,50,B11,Regular,58,R53
57724,0,22/11/2024,1,C,4,1,36,53,B3,Regular,473,R53
57726,0,11/12/2024,0.08,C,5,4,42,50,B2,Regular,440,R53
57727,0,23/05/2025,0.91,C,5,4,42,68,B2,Regular,440,R53
57729,0,08/04/2025,0.55,D,10,5,53,50,B13,Diesel,747,R53
57730,0,15/04/2025,1,C,7,1,47,50,B2,Diesel,118,R53
57732,0,24/06/2025,1,C,7,17,49,50,B3,Regular,473,R53
57734,0,19/02/2025,0.33,A,11,7,29,68,B2,Regular,40,R53
57735,0,07/04/2025,0.27,A,5,6,29,68,B2,Diesel,40,R53
57736,1,30/12/2024,1,C,4,1,28,53,B1,Regular,473,R53
57738,0,11/06/2025,1,C,5,1,74,50,B1,Regular,125,R53
57740,0,04/07/2025,0.77,C,7,14,30,64,B1,Regular,112,R53
57741,0,21/04/2025,0.93,B,6,5,58,50,B2,Diesel,97,R53
57742,0,06/01/2025,0.06,B,5,0,58,50,B2,Diesel,97,R53
57744,0,29/04/2025,1,C,4,1,27,90,B3,Regular,285,R53
57746,0,19/05/2025,1,C,4,1,59,50,B1,Regular,261,R53
57748,0,02/09/2025,0.41,C,6,5,25,72,B1,Diesel,473,R53
57749,0,17/06/2025,0.58,C,6,5,25,64,B1,Diesel,473,R53
57751,0,11/08/2025,0.41,C,7,12,29,95,B3,Regular,473,R53
57752,0,29/07/2025,0.25,C,7,12,29,95,B3,Regular,473,R53
57753,0,14/08/2025,0.33,C,7,12,29,80,B3,Regular,473,R53
57755,0,06/08/2025,1,B,5,7,27,60,B2,Diesel,94,R53
57757,0,12/08/2025,0.41,C,6,1,62,68,B12,Diesel,473,R53
57758,0,22/11/2024,0.58,C,6,1,62,57,B12,Diesel,473,R53
57760,0,11/12/2024,1,C,6,10,72,50,B12,Regular,473,R53
57762,0,23/05/2025,1,C,8,12,38,50,B1,Diesel,112,R53
57765,0,08/04/2025,1,B,8,1,50,50,B4,Diesel,58,R53
57767,0,15/04/2025,1,C,7,5,55,50,B1,Diesel,125,R53
57769,0,24/06/2025,0.39,C,5,18,21,85,B1,Regular,125,R53
57770,0,19/02/2025,0.6,C,5,0,21,72,B5,Regular,125,R53
57772,0,07/04/2025,1,C,4,14,34,50,B1,Regular,286,R24
57774,0,30/12/2024,1,E,4,9,26,72,B6,Diesel,3021,R53
57776,0,11/06/2025,0.14,B,9,13,27,72,B3,Regular,94,R53
57777,0,04/07/2025,0.85,B,7,5,27,64,B1,Regular,94,R53
57779,0,21/04/2025,1,C,4,8,61,50,B1,Diesel,247,R53
57781,1,06/01/2025,1,B,5,1,47,55,B2,Regular,97,R53
57783,0,29/04/2025,0.49,C,6,6,24,80,B1,Diesel,473,R53
57784,0,19/05/2025,0.5,C,6,6,24,64,B1,Diesel,473,R53
57786,0,02/09/2025,1,C,5,16,52,50,B1,Regular,473,R53
57788,0,17/06/2025,1,C,5,11,35,50,B2,Diesel,473,R53
57790,0,11/08/2025,1,D,6,11,56,50,B12,Regular,1165,R53
57792,0,29/07/2025,0.09,C,7,14,28,95,B11,Regular,315,R91
57793,0,14/08/2025,0.48,C,8,12,28,90,B2,Regular,315,R91
57794,0,06/08/2025,0.25,C,8,12,28,90,B2,Regular,315,R91
57795,1,12/08/2025,0.16,C,7,17,28,90,B1,Regular,315,R91
57798,0,22/11/2024,0.31,C,11,1,30,60,B1,Diesel,112,R53
57799,0,11/12/2024,0.68,C,7,5,30,54,B11,Diesel,112,R53
57801,0,23/05/2025,1,C,4,1,38,57,B1,Regular,125,R53
57803,0,08/04/2025,1,C,9,9,35,54,B11,Regular,125,R53
57805,0,15/04/2025,1,C,6,2,74,50,B2,Diesel,261,R53
57807,0,24/06/2025,1,C,7,8,60,50,B2,Regular,473,R53
57810,0,19/02/2025,1,C,7,2,80,50,B4,Regular,473,R53
57812,0,07/04/2025,1,C,4,9,33,100,B2,Regular,125,R53
57813,0,30/12/2024,1,C,6,4,54,50,B13,Regular,152,R53
57815,0,11/06/2025,0.87,C,7,17,49,95,B2,Regular,291,R73
57816,0,04/07/2025,0.12,C,7,17,49,95,B2,Regular,291,R73
57819,0,21/04/2025,1,C,7,13,40,50,B2,Diesel,473,R53
57821,0,06/01/2025,1,F,4,14,26,80,B2,Regular,27000,R11
57823,0,29/04/2025,1,B,6,1,51,50,B3,Diesel,58,R53
57826,0,19/05/2025,1,C,5,5,25,72,B13,Diesel,216,R53
57828,0,02/09/2025,1,C,6,3,47,50,B2,Diesel,473,R53
57831,0,17/06/2025,0.66,C,6,5,26,90,B1,Diesel,473,R53
57832,0,11/08/2025,0.33,C,6,5,26,85,B1,Diesel,473,R53
57834,0,29/07/2025,1,C,7,13,36,57,B1,Regular,139,R53
57836,0,14/08/2025,0.66,E,5,5,30,95,B1,Regular,3021,R53
57837,0,06/08/2025,0.33,E,5,5,30,95,B1,Regular,3021,R53
57839,0,12/08/2025,0.12,C,10,9,38,60,B5,Diesel,473,R53
57840,0,22/11/2024,1,C,7,4,79,50,B2,Regular,473,R53
57843,0,11/12/2024,1,C,7,11,53,50,B11,Regular,473,R53
57846,0,23/05/2025,1,C,5,8,56,50,B2,Regular,412,R53
57848,0,08/04/2025,0.76,C,10,8,50,50,B2,Regular,473,R53
57849,0,15/04/2025,0.2,C,4,11,54,53,B2,Regular,473,R53
57850,0,24/06/2025,0.12,C,9,12,44,80,B2,Regular,473,R53
57851,0,19/02/2025,1,C,6,11,59,50,B4,Regular,473,R53
57853,0,07/04/2025,0.74,C,7,14,42,50,B2,Diesel,473,R53
57854,0,30/12/2024,0.25,C,7,14,42,50,B2,Diesel,473,R53
57856,0,11/06/2025,1,C,7,6,36,50,B2,Diesel,125,R53
57858,0,04/07/2025,0.81,C,9,13,20,118,B2,Regular,139,R53
57859,0,21/04/2025,0.83,C,8,9,22,95,B6,Diesel,125,R53
57860,0,06/01/2025,0.16,C,8,9,22,85,B6,Diesel,125,R53
57862,0,29/04/2025,1,B,4,9,51,50,B2,Regular,58,R53
57864,0,19/05/2025,1,C,7,8,33,54,B3,Regular,125,R53
57866,0,02/09/2025,0.91,E,6,10,42,57,B6,Regular,2575,R52
57867,0,17/06/2025,0.08,E,6,10,42,54,B6,Regular,2575,R52
57869,0,11/08/2025,1,C,5,10,45,54,B2,Regular,473,R53
57871,0,29/07/2025,1,C,7,5,20,90,B3,Regular,473,R53
57873,0,14/08/2025,1,E,5,5,50,50,B11,Diesel,3317,R93
57875,0,06/08/2025,0.18,C,6,7,41,50,B1,Diesel,473,R53
57876,0,12/08/2025,1,C,5,6,27,57,B3,Diesel,109,R53
57879,1,22/11/2024,1,C,7,12,30,60,B5,Regular,112,R53
57881,0,11/12/2024,1,C,7,5,58,50,B5,Regular,126,R52
57883,0,23/05/2025,1,D,4,1,35,50,B4,Regular,1165,R53
57885,0,08/04/2025,0.49,E,7,3,41,50,B1,Diesel,3386,R53
57886,0,15/04/2025,0.41,E,7,3,41,50,B1,Diesel,3386,R53
57887,0,24/06/2025,0.08,E,7,3,41,50,B1,Diesel,3386,R53
57889,0,19/02/2025,1,C,5,3,75,50,B1,Regular,473,R53
57891,0,07/04/2025,1,C,4,5,50,50,B2,Regular,473,R53
57893,0,30/12/2024,0.08,D,7,1,59,50,B1,Diesel,1759,R52
57894,0,11/06/2025,0.91,D,7,1,59,50,B1,Diesel,1759,R52
57896,0,04/07/2025,0.65,A,4,9,20,100,B13,Regular,45,R53
57897,0,21/04/2025,0.34,A,7,5,20,85,B1,Regular,45,R53
57899,0,06/01/2025,1,C,5,1,71,50,B5,Regular,473,R53
57901,0,29/04/2025,0.91,C,7,5,25,85,B2,Diesel,216,R53
57902,0,19/05/2025,1,A,5,0,71,50,B2,Regular,27,R53
57904,0,02/09/2025,0.58,C,7,4,27,60,B4,Regular,118,R53
57905,0,17/06/2025,0.41,C,5,1,27,57,B1,Diesel,118,R53
57907,0,11/08/2025,1,C,7,13,36,50,B2,Regular,125,R53
57909,0,29/07/2025,1,C,6,11,62,50,B2,Regular,473,R53
57911,0,14/08/2025,0.94,C,6,6,63,50,B2,Regular,473,R53
57913,0,06/08/2025,0.78,C,4,1,40,50,B1,Regular,473,R53
57914,0,12/08/2025,0.21,C,4,1,40,50,B1,Regular,473,R53
57916,0,22/11/2024,0.16,E,4,0,53,76,B3,Diesel,3021,R53
57917,0,11/12/2024,0.82,E,4,0,53,72,B3,Diesel,3021,R53
57918,0,23/05/2025,0.01,E,4,0,53,72,B3,Diesel,3021,R53
57920,0,08/04/2025,1,C,5,0,30,50,B1,Regular,461,R53
57922,0,15/04/2025,0.2,C,5,4,30,50,B1,Regular,473,R53
57923,0,24/06/2025,0.79,C,7,0,30,50,B1,Regular,473,R53
57925,0,19/02/2025,0.12,B,6,9,25,90,B1,Diesel,97,R53
57926,0,07/04/2025,0.87,B,9,11,25,85,B2,Regular,97,R53
57928,0,30/12/2024,0.98,B,5,8,50,50,B3,Regular,75,R43
57930,1,11/06/2025,0.37,C,6,7,45,50,B13,Diesel,473,R53
57931,0,04/07/2025,0.62,C,6,6,45,50,B5,Diesel,473,R53
57932,0,21/04/2025,0.87,E,4,14,58,50,B3,Diesel,3386,R53
57933,0,06/01/2025,0.1,E,4,14,58,50,B3,Diesel,3386,R53
57937,0,29/04/2025,0.98,C,4,16,45,57,B1,Regular,473,R53
57939,0,19/05/2025,0.94,C,6,7,34,51,B3,Regular,473,R53
57941,0,02/09/2025,1,C,7,13,42,50,B2,Regular,473,R53
57943,0,17/06/2025,0.21,C,6,2,50,50,B2,Regular,473,R53
57944,0,11/08/2025,0.77,C,7,0,50,50,B2,Regular,473,R53
57946,0,29/07/2025,0.92,E,14,17,36,64,B10,Regular,3430,R93
57948,0,14/08/2025,0.91,C,9,11,49,50,B12,Regular,473,R53
57950,0,06/08/2025,0.91,C,4,15,62,50,B2,Regular,139,R53
57953,0,12/08/2025,0.46,C,11,3,47,59,B6,Regular,473,R53
57954,0,22/11/2024,0.07,C,11,3,47,59,B6,Regular,473,R53
57955,0,11/12/2024,0.16,C,4,4,26,85,B2,Regular,182,R24
57956,0,23/05/2025,1,A,5,1,26,64,B2,Regular,14,R24
57958,1,08/04/2025,0.95,A,7,17,40,50,B1,Diesel,13,R24
57959,0,15/04/2025,0.04,A,8,18,40,50,B1,Diesel,13,R24
57961,0,24/06/2025,1,A,9,37,42,50,B2,Regular,39,R83
57964,0,19/02/2025,1,C,6,14,36,50,B2,Regular,182,R24
57966,0,07/04/2025,1,A,7,3,41,50,B1,Diesel,27,R24
57968,0,30/12/2024,0.76,A,5,9,34,51,B2,Diesel,27,R24
57969,0,11/06/2025,0.23,A,6,10,34,50,B2,Diesel,27,R24
57971,0,04/07/2025,0.41,C,6,5,28,57,B2,Diesel,202,R24
57972,0,21/04/2025,0.58,C,6,5,28,50,B2,Diesel,202,R24
57974,0,06/01/2025,1,A,5,11,40,50,B1,Diesel,13,R24
57977,0,29/04/2025,0.49,F,5,14,62,50,B1,Diesel,27000,R11
57978,0,19/05/2025,0.5,F,5,14,62,50,B1,Diesel,27000,R11
57980,0,02/09/2025,0.49,A,5,8,28,95,B2,Diesel,27,R24
57981,0,17/06/2025,0.5,A,5,8,28,90,B2,Diesel,27,R24
57984,0,11/08/2025,0.22,A,6,5,40,50,B1,Diesel,27,R24
57985,0,29/07/2025,0.77,A,11,10,40,50,B1,Diesel,27,R24
57987,0,14/08/2025,1,A,6,1,47,50,B5,Diesel,10,R24
57989,1,06/08/2025,1,A,6,3,64,50,B2,Diesel,13,R24
57991,0,12/08/2025,1,B,7,7,48,50,B5,Diesel,64,R52
57994,0,22/11/2024,1,A,6,9,38,64,B6,Diesel,27,R24
57996,0,11/12/2024,1,A,6,12,38,50,B1,Regular,27,R24
57998,1,23/05/2025,0.49,C,4,8,24,112,B2,Regular,182,R24
57999,0,08/04/2025,0.5,C,4,8,24,112,B2,Regular,182,R24
58001,0,15/04/2025,0.58,C,7,13,36,50,B1,Regular,182,R24
58002,0,24/06/2025,0.41,C,7,13,36,50,B1,Regular,182,R24
58004,0,19/02/2025,1,A,5,5,33,54,B4,Diesel,14,R24
58007,0,07/04/2025,0.21,A,5,13,24,80,B6,Regular,10,R24
58008,0,30/12/2024,0.78,A,7,5,24,72,B1,Diesel,10,R24
58010,0,11/06/2025,0.92,A,7,16,47,50,B2,Regular,12,R24
58011,0,04/07/2025,1,B,10,4,45,50,B2,Regular,57,R24
58013,0,21/04/2025,1,A,6,12,54,50,B13,Regular,14,R24
58016,0,06/01/2025,1,A,8,10,49,50,B14,Diesel,27,R24
58018,0,29/04/2025,1,A,4,9,46,85,B2,Regular,11,R24
58020,0,19/05/2025,1,A,6,8,38,68,B1,Diesel,47,R24
58022,0,02/09/2025,1,D,5,14,45,50,B2,Regular,1313,R24
58024,0,17/06/2025,1,A,5,19,50,50,B2,Regular,13,R24
58026,0,11/08/2025,0.31,C,10,5,29,72,B14,Regular,182,R24
58027,0,29/07/2025,0.01,C,7,5,29,72,B2,Diesel,182,R24
58030,0,14/08/2025,0.49,C,7,3,50,80,B2,Diesel,104,R93
58031,0,06/08/2025,0.5,C,7,3,50,76,B2,Diesel,104,R93
58034,0,12/08/2025,1,C,6,17,36,51,B1,Regular,182,R24
58036,0,22/11/2024,1,E,4,16,53,50,B1,Regular,3258,R11
58038,0,11/12/2024,1,A,7,9,38,53,B2,Regular,14,R24
58040,0,23/05/2025,1,A,7,5,40,50,B2,Diesel,14,R24
58042,0,08/04/2025,1,A,9,11,44,54,B1,Regular,11,R24
58044,0,15/04/2025,1,E,7,17,50,50,B2,Regular,4116,R24
58046,0,24/06/2025,1,A,6,13,41,50,B1,Regular,27,R24
